coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date
Bitcoin,BTC,0.9913189301474841,0.022,0.03,0.055,0.6108704964347693,770991461396.0,2022-03-16
Ethereum,ETH,0.06658398287898774,0.024,0.034,0.065,0.3408769457657339,327104429349.0,2022-03-16
Tether,USDT,2.4261674742554178e-05,-0.001,-0.001,0.0,1.0,79965155138.0,2022-03-16
BNB,BNB,0.009302653960306682,0.018,0.0279999999999999,0.004,0.024093462139330796,64043816800.0,2022-03-16
USD Coin,USDC,2.425861777153208e-05,-0.001,0.0,-0.0,0.06683827872339852,52222137400.0,2022-03-16
XRP,XRP,1.9045851375310114e-05,0.019,0.019,0.089,0.06775190777754801,37530785877.0,2022-03-16
Terra,LUNA,0.0021716625093927675,0.024,-0.005,0.046,0.04593958207628716,32945963147.0,2022-03-16
Solana,SOL,0.0020770419777563893,0.024,0.0139999999999999,0.0409999999999999,0.030657948753529805,27535891424.0,2022-03-16
Cardano,ADA,1.999552611116723e-05,0.016,0.016,0.0279999999999999,0.016410094665562397,26331888060.0,2022-03-16
Polkadot,DOT,0.0004500540671062559,0.031,0.035,0.095,0.013156112001837429,20175265447.0,2022-03-16
Avalanche,AVAX,0.0017878428143959717,0.034,0.032,0.011,0.014962274146515983,19563622731.0,2022-03-16
Binance USD,BUSD,2.4261674742554178e-05,-0.002,0.002,0.002,0.069724558144343,17975175881.0,2022-03-16
Dogecoin,DOGE,2.8061052688837507e-06,0.015,0.023,-0.011,0.007799083941849879,15312260998.0,2022-03-16
TerraUSD,UST,2.4261674742554178e-05,-0.001,0.003,0.001,0.012811071876357567,15025463384.0,2022-03-16
Shiba Inu,SHIB,5.4386586011157e-10,0.024,0.0279999999999999,-0.021,0.009430312636809489,12186102832.0,2022-03-16
Wrapped Bitcoin,WBTC,0.9903722395976248,0.02,0.03,0.055,0.007647291265680294,11077637101.0,2022-03-16
Cronos,CRO,9.742882013195307e-06,0.018,0.043,0.038,0.0017128425298391225,10108572460.0,2022-03-16
Polygon,MATIC,3.4936811645119914e-05,0.0289999999999999,0.034,-0.0,0.011486309608891897,9860943646.0,2022-03-16
Dai,DAI,2.4247821326255623e-05,-0.0,-0.001,-0.0,0.005370029465045675,9375312310.0,2022-03-16
Cosmos Hub,ATOM,0.0006987362335864806,0.017,0.051,0.035,0.013546273666892563,8346059118.0,2022-03-16
Litecoin,LTC,0.0026551976877294383,0.016,0.013,0.089,0.01269903965983263,7629784997.0,2022-03-16
Lido Staked Ether,STETH,0.06660581838628844,0.026,0.035,0.067,0.00035085947785669515,6972219575.0,2022-03-16
Near,NEAR,0.00025741636936450134,0.0409999999999999,0.032,0.091,0.0069465885528498805,6885969777.0,2022-03-16
Chainlink,LINK,0.00034961073352302366,0.023,0.064,0.102,0.012443688319602554,6696893329.0,2022-03-16
TRON,TRX,1.473942218225569e-06,0.011,0.005,0.003,0.010499794816348582,6139215131.0,2022-03-16
FTX Token,FTT,0.0010279671603315194,0.02,0.024,0.045,0.0015723325558166846,5803217982.0,2022-03-16
Bitcoin Cash,BCH,0.0071710232142625325,0.018,0.015,0.039,0.0237944021885613,5613130722.0,2022-03-16
LEO Token,LEO,0.00014484219839198994,0.0069999999999999,0.01,0.055,1.4355285128307275e-05,5547865232.0,2022-03-16
OKB,OKB,0.00046218490449553514,0.013,0.039,0.072,0.003113805890881498,4944831000.0,2022-03-16
Algorand,ALGO,1.773550258219495e-05,0.025,0.0139999999999999,-0.01,0.002616246481439371,4824820884.0,2022-03-16
Stellar,XLM,4.536181035667979e-06,0.017,0.026,0.079,0.004444790807737398,4584325546.0,2022-03-16
Uniswap,UNI,0.00021956815670995015,0.032,0.04,0.025,0.0032534753707986344,4103226435.0,2022-03-16
Hedera,HBAR,4.852529013105604e-06,0.012,-0.0069999999999999,-0.024,0.0011315977904962195,3922919996.0,2022-03-16
Axie Infinity,AXS,0.0012242441092900577,0.036,0.062,0.089,0.0049882907267267485,3733676299.0,2022-03-16
Decentraland,MANA,5.895586967589284e-05,0.021,0.065,0.0139999999999999,0.008307466624523871,3652548066.0,2022-03-16
Ethereum Classic,ETC,0.0006533669017505762,0.0279999999999999,0.031,0.01,0.005447800077022901,3573077723.0,2022-03-16
Elrond,EGLD,0.003943735235218681,0.025,0.049,0.2289999999999999,0.00550296263343598,3550487729.0,2022-03-16
The Sandbox,SAND,7.472595828195586e-05,0.009,0.126,0.092,0.01707310896611286,3486478110.0,2022-03-16
Internet Computer,ICP,0.00039449483186335696,0.02,0.019,-0.035,0.002728326026892651,3447698400.0,2022-03-16
Monero,XMR,0.004593705502536263,0.003,0.011,-0.073,0.00434274685925194,3416516046.0,2022-03-16
cETH,CETH,0.001303094552320373,-0.001,0.009,0.04,1.8788997687273245e-08,3191011869.0,2022-03-16
VeChain,VET,1.1608739024928562e-06,0.0279999999999999,0.033,0.0279999999999999,0.00489339695034977,3172681612.0,2022-03-16
Fantom,FTM,2.959924319383705e-05,0.043,0.022,-0.079,0.020248589404455515,3072929159.0,2022-03-16
Filecoin,FIL,0.000418999123389701,0.016,0.01,-0.0409999999999999,0.004563756746786052,3052322720.0,2022-03-16
Osmosis,OSMO,0.00022781712613466004,0.0139999999999999,0.018,-0.001,0.0016232452782534521,3040277019.0,2022-03-16
Klaytn,KLAY,2.668784222041003e-05,0.016,0.023,-0.012,0.0009861584447221471,3034567731.0,2022-03-16
Frax,FRAX,2.4222661969510253e-05,-0.002,0.001,-0.0,0.00031404511454590623,2866968260.0,2022-03-16
Waves,WAVES,0.00069436913212634,0.0139999999999999,0.081,0.273,0.02603070991538177,2862185867.0,2022-03-16
Theta Network,THETA,6.841792283953066e-05,0.032,0.033,-0.004,0.002051187700507073,2798708447.0,2022-03-16
Magic Internet Money,MIM,2.4205290610368807e-05,0.0,0.004,0.002,0.0007705441413228011,2784271477.0,2022-03-16
The Graph,GRT,1.069493439318072e-05,0.003,0.0409999999999999,0.315,0.006708434718994163,2731591470.0,2022-03-16
Tezos,XTZ,7.399810803859911e-05,0.021,0.025,0.013,0.001982189821269627,2665887669.0,2022-03-16
cUSDC,CUSDC,5.466884585029725e-07,-0.001,0.001,0.001,7.220164378512869e-10,2449140377.0,2022-03-16
Helium,HNT,0.0005269635761542864,-0.002,0.048,0.026,0.0003869117107874486,2183873719.0,2022-03-16
THORChain,RUNE,0.00017541190861297367,0.04,-0.059,0.769,0.005140869094176146,2165143023.0,2022-03-16
EOS,EOS,4.997905000782619e-05,0.019,0.032,0.048,0.005831166726800185,2019196307.0,2022-03-16
ECOMI,OMI,8.265515913596711e-08,0.019,0.027,-0.2189999999999999,5.9446808289870595e-05,1976983567.0,2022-03-16
IOTA,MIOTA,1.7282464329054923e-05,0.018,0.011,0.012,0.00046518041572061786,1976598984.0,2022-03-16
cDAI,CDAI,5.312285054299033e-07,-0.001,0.0,-0.0,1.6206101685359151e-09,1942222665.0,2022-03-16
Flow,FLOW,0.00013174089401156834,0.017,0.023,-0.053,0.000991757567413813,1923544184.0,2022-03-16
Theta Fuel,TFUEL,3.942085405365417e-06,0.024,0.0069999999999999,0.064,0.0002779911210204442,1886178774.0,2022-03-16
Aave,AAVE,0.0033345245815290764,0.037,0.131,0.129,0.004873331866713408,1862097786.0,2022-03-16
Zcash,ZEC,0.003613533841482499,0.02,0.065,0.075,0.004778214460286973,1801878133.0,2022-03-16
Maker,MKR,0.048100711182438506,0.0289999999999999,0.071,0.129,0.0016026198421992472,1772467945.0,2022-03-16
JUNO,JUNO,0.0009304352277217143,0.018,0.096,-0.03,0.0001983487379569867,1747597737.0,2022-03-16
Gala,GALA,5.5263485067305095e-06,0.026,0.047,0.037,0.00952383451291162,1714837250.0,2022-03-16
BitTorrent,BTT,4.3931584988527025e-11,0.0069999999999999,0.022,0.003,0.0015161172328107912,1675881629.0,2022-03-16
Arweave,AR,0.0007889896637627183,-0.003,0.074,0.002,0.0008740203508644397,1637697784.0,2022-03-16
Huobi BTC,HBTC,1.0,0.026,0.039,0.068,3.279573684547459e-06,1637583015.0,2022-03-16
PancakeSwap,CAKE,0.00013513752848056654,0.026,0.01,-0.068,0.0017970612163722103,1530696417.0,2022-03-16
Quant,QNT,0.002731379346534112,0.018,0.003,0.013,0.0004095465032261417,1505335556.0,2022-03-16
Harmony,ONE,3.092029106149063e-06,0.025,0.017,-0.012,0.0012970479866853352,1499937034.0,2022-03-16
eCash,XEC,1.9237890816156153e-09,0.019,-0.005,0.144,0.0006463491151644721,1497455570.0,2022-03-16
Bitcoin SV,BSV,0.0018708177421386417,0.013,0.015,-0.019,0.0023339850897354094,1461042552.0,2022-03-16
NEO,NEO,0.0004883875132563783,0.024,0.0279999999999999,-0.017,0.0025593334796283626,1406977569.0,2022-03-16
TrueUSD,TUSD,2.4261674742554178e-05,0.0,0.001,0.001,0.00198261079327304,1404670246.0,2022-03-16
Huobi Token,HT,0.00021786983947545105,0.01,0.009,-0.025,0.0005542928651143224,1392164927.0,2022-03-16
KuCoin Token,KCS,0.0004466574326372577,0.0139999999999999,0.009,0.02,0.00014807523222456904,1390455505.0,2022-03-16
Celsius Network,CEL,7.715212575981173e-05,0.009,0.032,0.098,6.779385684628351e-05,1346075894.0,2022-03-16
Stacks,STX,3.0569710184979385e-05,0.018,0.026,0.183,0.0007658610111801165,1317492670.0,2022-03-16
Humans.ai,HEART,1.0740758297189892e-06,0.025,0.086,-0.547,3.1981340967619e-05,1309127902.0,2022-03-16
Enjin Coin,ENJ,3.396634465397757e-05,0.018,0.05,0.046,0.0023098626120286797,1300650179.0,2022-03-16
Basic Attention Token,BAT,1.9957774945211794e-05,0.021,0.055,0.251,0.005606527252449162,1223583998.0,2022-03-16
NEXO,NEXO,5.3133067729038796e-05,0.015,0.031,0.098,7.911287557447918e-05,1222563065.0,2022-03-16
Amp,AMP,6.07418593565292e-07,0.018,0.0069999999999999,0.003,0.000139548378618357,1198878147.0,2022-03-16
Radix,XRD,2.956503390836035e-06,0.015,0.064,-0.001,3.728231902789594e-06,1198319388.0,2022-03-16
Kusama,KSM,0.0030773508288763564,0.025,0.04,0.038,0.0011374300711616482,1132594631.0,2022-03-16
Celo,CELO,6.11394204059631e-05,0.022,0.037,-0.076,0.0008046979180749758,1074226736.0,2022-03-16
Kadena,KDA,0.00015115023383441517,0.024,0.009,0.031,0.00101250971450484,1061714057.0,2022-03-16
Chiliz,CHZ,4.809658633771891e-06,0.026,0.024,0.02,0.001888466995720461,1049331415.0,2022-03-16
Dash,DASH,0.0023689099253424483,0.016,0.005,0.03,0.004236633675833662,1035525179.0,2022-03-16
Frax Share,FXS,0.00043476921199576404,0.006,-0.011,0.006,8.345419143270841e-05,1031430071.0,2022-03-16
Pax Dollar,USDP,2.4238019609645085e-05,-0.002,0.001,-0.001,0.0009948991070210596,994783973.0,2022-03-16
BitDAO,BIT,2.71730757159812e-05,0.025,0.019,0.036,0.0009419295266641367,993438990.0,2022-03-16
GateToken,GT,0.00015818611952019712,0.012,0.031,-0.005,0.00013282825765855203,979761512.0,2022-03-16
Convex Finance,CVX,0.00044374603166383065,0.038,0.054,0.147,0.0007811168577626063,979304335.0,2022-03-16
Synthetix Network Token,SNX,0.00010286950102508373,0.053,0.079,0.084,0.0010934607545194945,903998693.0,2022-03-16
Xido Finance,XIDO,0.0007487152836303111,-0.027,-0.049,0.7659999999999999,2.5270765192851855e-05,893636559.0,2022-03-16
Loopring,LRC,1.724282075246676e-05,0.03,0.035,-0.033,0.0019372650885656052,881663508.0,2022-03-16
NEM,XEM,2.383481592594646e-06,0.021,0.043,0.037,0.0003601631679869793,879585159.0,2022-03-16
Anchor Protocol,ANC,7.521119177752704e-05,0.06,0.088,-0.18,0.0018559720616591708,807556039.0,2022-03-16
Oasis Network,ROSE,5.528968767606593e-06,0.036,0.07,0.027,0.0011365132846189747,794382929.0,2022-03-16
Curve DAO Token,CRV,4.900858301668385e-05,0.026,0.022,-0.006,0.002605099828385294,791197822.0,2022-03-16
Decred,DCR,0.0013797614446206176,0.02,0.143,0.088,0.00043208365170143716,787162797.0,2022-03-16
cUSDT,CUSDT,5.281379143985223e-07,0.0,0.0,0.0,1.4001043116497046e-07,775425368.0,2022-03-16
Secret,SCRT,0.00011184632069315038,0.017,0.008,0.027,0.0003430030656198118,763750478.0,2022-03-16
LINK,LN,0.0031409164167961797,0.036,0.018,0.024,2.0849273232451475e-05,759436472.0,2022-03-16
Mina Protocol,MINA,4.391363131318656e-05,0.015,0.105,-0.004,0.001214477959010994,756143474.0,2022-03-16
Holo,HOT,1.006365583164569e-07,0.027,0.027,0.0279999999999999,0.0010908696424089402,734353201.0,2022-03-16
Compound,COMP,0.0026585943221984366,0.026,0.045,0.052,0.0007034879218772247,726097698.0,2022-03-16
IoTeX,IOTX,1.8593787511158007e-06,0.042,0.0069999999999999,0.1169999999999999,0.0015832004480418997,717099434.0,2022-03-16
Bitkub Coin,KUB,0.00019142461396682225,0.004,0.0,-0.034,3.7864092014694355e-05,698922310.0,2022-03-16
Neutrino USD,USDN,2.4261674742554178e-05,0.003,-0.001,0.0069999999999999,0.00026442444423573124,687954763.0,2022-03-16
yearn.finance,YFI,0.46055597568687107,0.017,0.017,-0.0139999999999999,0.001413224884804576,678377900.0,2022-03-16
Nexus Mutual,NXM,0.002244447533728443,0.026,0.035,0.065,3.296333855744055e-08,633750394.0,2022-03-16
XDC Network,XDC,1.2285003461413585e-06,-0.002,-0.022,0.0969999999999999,0.00017140930871649356,616292915.0,2022-03-16
1inch,1INCH,3.639251213183343e-05,0.021,0.111,0.163,0.002079177997659812,616145134.0,2022-03-16
WAX,WAXP,6.649858142375997e-06,0.021,0.02,0.0,0.00046323016008399486,615219740.0,2022-03-16
Smooth Love Potion,SLP,4.0147131430588674e-07,0.019,0.018,-0.076,0.0017147011482472358,614525601.0,2022-03-16
Qtum,QTUM,0.00014435696489641879,0.0289999999999999,0.023,0.036,0.0013641568686255778,612948390.0,2022-03-16
PAX Gold,PAXG,0.04696526480280197,0.0069999999999999,0.005,-0.057,0.0005307442377182025,611668819.0,2022-03-16
Sushi,SUSHI,7.56964252730982e-05,0.036,0.069,0.0819999999999999,0.0022819198164116075,603245561.0,2022-03-16
renBTC,RENBTC,0.9839375582128554,0.016,0.034,0.048,0.0002559613862966074,602582895.0,2022-03-16
Livepeer,LPT,0.0005779130931892593,0.03,0.023,0.024,0.00019490658543361254,589774119.0,2022-03-16
Ankr,ANKR,1.751251625180479e-06,0.023,0.016,-0.064,0.0007040515538342314,587511707.0,2022-03-16
Bancor Network Token,BNT,5.5559235206894645e-05,0.017,0.033,0.062,0.0004508055051395294,583581643.0,2022-03-16
Pocket Network,POKT,1.6960972876564245e-05,0.019,-0.003,-0.055,1.6821464057480506e-05,580439408.0,2022-03-16
Marinade staked SOL,MSOL,0.002150312235587636,0.025,0.0139999999999999,0.043,0.0003221213422103783,578275391.0,2022-03-16
OMG Network,OMG,9.971548330387113e-05,0.019,0.016,0.081,0.0018415447474944028,574825195.0,2022-03-16
Zilliqa,ZIL,9.949259332314218e-07,0.033,0.032,0.047,0.0006553086262899569,571307984.0,2022-03-16
SafeMoon,SFM,2.49504091610152e-08,0.038,-0.034,-0.088,7.02328846433329e-06,566255393.0,2022-03-16
Render Token,RNDR,5.895586967589284e-05,0.024,0.035,-0.031,0.0004094245734122048,560228533.0,2022-03-16
Fei USD,FEI,2.4261674742554178e-05,0.001,0.0,0.003,0.00017699249975211995,557210659.0,2022-03-16
Gnosis,GNO,0.007250116274040633,0.021,0.025,-0.003,4.977323792418808e-05,553256284.0,2022-03-16
ICON,ICX,1.828362233879214e-05,0.026,-0.013,0.21,0.000777762096327562,549632622.0,2022-03-16
Ravencoin,RVN,1.2568556958042556e-06,0.027,0.042,0.006,0.0003346888987586919,538520749.0,2022-03-16
IOST,IOST,5.475558880780025e-07,0.025,0.011,0.015,0.0006100597715522277,517770891.0,2022-03-16
Bitcoin Gold,BTG,0.0007215422078783256,0.018,0.0279999999999999,0.032,0.0001578721305235159,517358240.0,2022-03-16
Kava,KAVA,7.666689226424055e-05,0.023,0.035,0.034,0.0003927493940621302,504959645.0,2022-03-16
UMA,UMA,0.0001877853627500385,0.018,0.018,-0.016,0.0007951608628421397,503487995.0,2022-03-16
OEC Token,OKT,0.0007829242450680786,0.023,0.01,-0.062,8.913076303082049e-05,488521386.0,2022-03-16
Songbird,SGB,1.5236255741343925e-06,0.022,0.006,-0.1369999999999999,4.5387613765792365e-05,486741272.0,2022-03-16
e-Radix,EXRD,2.964315650114731e-06,0.022,0.063,0.004,4.4675867463741255e-05,484119330.0,2022-03-16
Velas,VLX,5.171472989744534e-06,-0.0,0.004,-0.037,7.085587625919153e-05,483094532.0,2022-03-16
Rocket Pool,RPL,0.0007285780935641075,0.024,0.0409999999999999,0.15,9.977359256578585e-06,480593962.0,2022-03-16
Tether Gold,XAUT,0.0473131772191265,0.003,-0.002,-0.044,6.368956536588297e-05,480346972.0,2022-03-16
Moonbeam,GLMR,5.7742785936964906e-05,0.023,0.038,-0.036,0.0006442527129063027,476681084.0,2022-03-16
Sapphire,SAPP,1.3699281842684398e-05,0.02,0.001,0.0139999999999999,7.46989265541539e-06,470978131.0,2022-03-16
Horizen,ZEN,0.0009396546641375665,0.015,0.061,0.026,0.0005027545619518309,469969529.0,2022-03-16
WOO Network,WOO,1.1950233446223338e-05,0.019,0.087,0.124,0.0010415087979041436,467152311.0,2022-03-16
Liquity USD,LUSD,2.4261674742554178e-05,0.0,0.0,-0.008,5.5628026584715044e-05,464727068.0,2022-03-16
Golem,GLM,1.129007327549876e-05,0.016,0.022,-0.085,0.00027453521169331757,464458665.0,2022-03-16
Rally,RLY,4.368993834768933e-06,0.026,0.001,-0.0579999999999999,5.794165516060762e-05,464413872.0,2022-03-16
Baby Doge Coin,BABYDOGE,3.348111119441073e-14,0.026,0.021,-0.039,0.00018384456175067547,452640717.0,2022-03-16
Audius,AUDIO,1.7839342550247177e-05,0.027,0.026,0.02,0.00013652838908893372,447883958.0,2022-03-16
Siacoin,SC,2.154508304407429e-07,0.018,0.022,-0.004,0.00021222277660421025,446937901.0,2022-03-16
Metis Token,METIS,0.0035514239540493896,0.026,0.009,-0.047,0.0006715294686408175,436965500.0,2022-03-16
Ontology,ONT,1.212421391606038e-05,0.021,0.0289999999999999,-0.011,0.0005320605756953342,433758425.0,2022-03-16
0x,ZRX,1.2368383411031793e-05,0.025,0.035,0.0279999999999999,0.0005059000197453407,427933388.0,2022-03-16
APENFT,NFT,3.692961712408549e-11,0.004,0.005,-0.047,0.001191038989048048,421365369.0,2022-03-16
SKALE,SKL,3.0654625722665412e-06,0.013,0.043,0.1119999999999999,0.00019475829848124388,407687711.0,2022-03-16
SwissBorg,CHSB,1.0390887084855825e-05,0.022,0.026,-0.054,1.8354631355489178e-05,403883855.0,2022-03-16
dYdX,DYDX,0.00011257417093650712,0.0289999999999999,0.032,-0.036,0.0016400294418681355,396760804.0,2022-03-16
Dogelon Mars,ELON,1.7531971428481945e-11,0.043,0.072,0.0279999999999999,0.00018900669447922695,394017729.0,2022-03-16
Olympus,OHM,0.0006822382947370609,0.0139999999999999,-0.019,-0.086,6.091832025161331e-05,390854092.0,2022-03-16
Constellation,DAG,3.69058888461088e-06,0.013,-0.013,0.249,1.7600975995080362e-05,382521151.0,2022-03-16
Synapse,SYN,5.2647834233467624e-05,0.012,-0.078,0.0,0.00015930763659739443,380868743.0,2022-03-16
Immutable X,IMX,3.8090829366332524e-05,0.043,0.012,0.049,0.0015125502506704307,365315958.0,2022-03-16
Convex CRV,CVXCRV,4.731026578218475e-05,0.038,0.021,0.0069999999999999,1.6726152019035108e-06,364340007.0,2022-03-16
Everdome,DOME,1.0269580163363932e-06,-0.004,0.09,-0.07,0.0007727556726663272,363656510.0,2022-03-16
Gemini Dollar,GUSD,2.4261674742554178e-05,0.003,0.001,0.001,5.490773622010749e-05,355825684.0,2022-03-16
JUST,JST,1.1872732500964224e-06,0.013,0.005,0.033,0.0012936002934668487,355779812.0,2022-03-16
Decentralized Social,DESO,0.0008241690921916281,0.005,0.111,0.192,1.3263008718943966e-05,354095011.0,2022-03-16
Polymath,POLY,9.336814362426572e-06,0.017,0.0139999999999999,-0.036,0.0002106785969589066,344258737.0,2022-03-16
NuCypher,NU,1.017469130090409e-05,0.004,0.01,-0.098,7.4589786942953e-05,342894249.0,2022-03-16
REN,REN,8.221189771084118e-06,0.032,0.012,-0.012,0.0007085216174957103,337192089.0,2022-03-16
Keep Network,KEEP,1.47942597487903e-05,0.012,0.019,-0.066,3.9693453481326696e-05,333366751.0,2022-03-16
Illuvium,ILV,0.012614129950832132,0.023,0.038,0.033,0.00019111968430126863,332435430.0,2022-03-16
Flux,FLUX,3.469419489733433e-05,0.016,0.022,0.087,0.000267357888452714,330216558.0,2022-03-16
Ethereum Name Service,ENS,0.0003408765306027426,0.04,0.043,0.016,0.0006780726843538728,326307175.0,2022-03-16
Hive,HIVE,2.108647657925989e-05,0.015,0.0409999999999999,0.011,0.00021499918267747867,322775766.0,2022-03-16
Lido DAO,LDO,7.229979080410001e-05,0.0409999999999999,0.085,0.515,8.070117365189252e-05,321983024.0,2022-03-16
STEPN,GMT,1.2958791266768015e-05,0.073,0.573,2.935,0.017497287616615603,318571623.0,2022-03-16
Spell Token,SPELL,8.607800441417222e-08,0.015,0.009,-0.059,0.0004709666620126364,317144040.0,2022-03-16
Nervos Network,CKB,2.5607807157049415e-07,0.0139999999999999,0.02,-0.015,0.00010636862499761786,316458006.0,2022-03-16
Kyber Network Crystal,KNC,7.42407247863847e-05,0.025,0.008,0.002,0.0006953908777694333,313785580.0,2022-03-16
FLEX Coin,FLEX,9.631884883487294e-05,0.002,0.006,-0.002,0.022891119942385466,311600507.0,2022-03-16
HUSD,HUSD,2.423991202027781e-05,0.0,0.001,0.0,0.0007462693894345098,310668205.0,2022-03-16
Ultra,UOS,2.7900925959337953e-05,0.01,0.024,-0.037,0.00015493965290754963,308351253.0,2022-03-16
ConstitutionDAO,PEOPLE,1.4705561963468755e-06,0.061,0.102,0.075,0.0024799943331123633,307184638.0,2022-03-16
LooksRare,LOOKS,3.129756042833614e-05,0.086,0.177,0.231,0.0008405475963105777,306843547.0,2022-03-16
DeFi Kingdoms,JEWEL,0.00010092856704279905,0.04,0.016,-0.074,0.00019746714604775277,302825745.0,2022-03-16
Telcoin,TEL,1.1887069818064556e-07,0.008,0.027,-0.011,4.907328070239163e-05,301743735.0,2022-03-16
Tomb,TOMB,2.8628776202694707e-05,0.031,0.01,-0.054,0.00024408011646999986,300452818.0,2022-03-16
Stargaze,STARS,9.750645749124445e-06,0.0139999999999999,-0.005,-0.125,2.9801569371777504e-05,300351592.0,2022-03-16
DigiByte,DGB,4.771817420950176e-07,0.03,0.018,0.059,0.00027087759344692885,297257419.0,2022-03-16
DigitalBits,XDB,9.44121234899871e-06,0.023,0.216,0.209,6.596178544465852e-05,296998483.0,2022-03-16
Syscoin,SYS,1.1362445851363201e-05,0.023,-0.031,-0.074,0.00021874916310313922,296323527.0,2022-03-16
Lisk,LSK,4.925119976446943e-05,0.015,0.006,0.019,0.00013118441454415555,293297599.0,2022-03-16
Tokemak,TOKE,0.000614305605357097,0.03,0.076,-0.004,0.00010570267141872285,292863833.0,2022-03-16
Nano,XNO,5.3375684476824385e-05,-0.006,0.288,0.312,0.001895755098341847,292516870.0,2022-03-16
Tenset,10SET,8.006352673323874e-05,0.016,0.03,0.434,5.280865854841026e-05,289328276.0,2022-03-16
PlayDapp,PLA,1.9355430345484522e-05,0.021,0.04,-0.013,0.00030450150023474397,288940736.0,2022-03-16
SafeMoon [OLD],SAFEMOON,1.224799701678491e-11,0.02,0.025,0.003,6.047159523540415e-08,277800683.0,2022-03-16
Ronin,RON,4.512671505211449e-05,0.023,0.0289999999999999,-0.004,3.872058681896446e-05,276423433.0,2022-03-16
Persistence,XPRT,8.006352673323874e-05,0.012,0.045,0.038,4.4536245399056126e-05,273550379.0,2022-03-16
Radio Caca,RACA,3.253836406438486e-08,0.0279999999999999,0.0409999999999999,0.099,0.00026823492352858445,273386276.0,2022-03-16
Pirate Chain,ARRR,3.4936811645119914e-05,0.023,0.0279999999999999,0.312,2.4705959506039283e-05,269625697.0,2022-03-16
MAI,MIMATIC,2.423959661850569e-05,0.002,0.006,0.002,0.00020201239745972844,269555684.0,2022-03-16
Casper Network,CSPR,1.5383846824402076e-06,0.023,0.1009999999999999,0.019,0.00019309355261986586,262580070.0,2022-03-16
Everscale,EVER,4.649191916786504e-06,-0.011,-0.009,0.001,1.1076194744268061e-07,261949792.0,2022-03-16
SXP,SXP,3.251064416726407e-05,0.022,0.059,0.038,0.0012407968821810994,258788391.0,2022-03-16
Floki Inu,FLOKI,6.875476711582553e-10,0.04,0.042,-0.037,0.0001118699138578294,257703958.0,2022-03-16
Zenon,ZNN,0.00012979996002928366,0.011,0.025,-0.019,7.364793781678056e-07,257245207.0,2022-03-16
Injective,INJ,0.0001293147265337125,0.027,0.024,0.021,0.00027662317345332515,256116913.0,2022-03-16
MXC,MXC,2.530468381724548e-06,-0.0,0.031,0.175,0.0003684552756320443,255853059.0,2022-03-16
WINkLink,WIN,6.461664394561057e-09,0.011,0.02,-0.009,0.0021807761359478803,255157055.0,2022-03-16
WazirX,WRX,1.3540998676429084e-05,0.012,-0.002,-0.073,0.00012206760636396983,254216018.0,2022-03-16
Perpetual Protocol,PERP,9.340744786144592e-05,0.019,0.012,-0.009,0.0001440063770278622,251018197.0,2022-03-16
Mobox,MBOX,4.949381651225502e-05,0.026,-0.024,0.06,0.0006571211412817304,250469440.0,2022-03-16
Astroport,ASTRO,4.900858301668385e-05,0.034,-0.001,0.396,0.00010341196509550697,249658255.0,2022-03-16
Trust Wallet Token,TWT,1.7499266654876124e-05,0.026,-0.084,0.065,0.0007778003288499106,248213542.0,2022-03-16
Serum,SRM,4.5369331799900074e-05,0.02,0.026,0.034,0.0006974271091143263,247791442.0,2022-03-16
Coin98,C98,3.251064416726407e-05,0.024,0.035,0.066,0.0009012325514596391,247303702.0,2022-03-16
Mirror Protocol,MIR,4.148746383533071e-05,0.016,-0.046,0.13,0.0018857635162417403,247146075.0,2022-03-16
Zipmex Token,ZMT,6.76900725961739e-05,-0.002,0.004,-0.005,0.0002452173570873623,246790193.0,2022-03-16
Tribe,TRIBE,1.3178747610310425e-05,0.011,0.01,0.0289999999999999,0.00013838705927924456,246535822.0,2022-03-16
VVS Finance,VVS,5.415139576202112e-10,0.018,0.022,-0.087,6.64444990879994e-05,235411080.0,2022-03-16
Metahero,HERO,1.0955723829113775e-06,0.023,0.034,-0.106,0.0001444076027533667,233755062.0,2022-03-16
Creditcoin,CTC,2.7658309211552368e-05,0.015,0.015,0.023,5.4882656375876124e-05,233390471.0,2022-03-16
Lido Staked SOL,STSOL,0.0021328438297470737,0.024,0.013,0.04,7.982325827866775e-05,233265607.0,2022-03-16
API3,API3,0.00011402987142322064,0.0279999999999999,-0.008,-0.1009999999999999,0.0005131958379141261,230984150.0,2022-03-16
Escoin Token,ELG,8.176184396773784e-05,0.024,0.021,0.051,1.1840258326336554e-05,228752259.0,2022-03-16
Function X,FX,1.1859324950828079e-05,0.019,0.005,-0.005,3.565704846160196e-05,228173732.0,2022-03-16
Raydium,RAY,6.089680365817751e-05,0.013,0.0559999999999999,0.035,0.0005700520346546831,227133027.0,2022-03-16
CoinEx Token,CET,1.4836582382822104e-06,0.005,0.035,0.072,1.4889988097749235e-05,226665111.0,2022-03-16
Euro Tether,EURT,2.668784222041003e-05,0.004,0.008,0.012,0.00043639605583283394,226370344.0,2022-03-16
Fetch.ai,FET,7.954214301820859e-06,0.022,0.0069999999999999,0.024,0.00037191137482722785,224454559.0,2022-03-16
